Skoleår;Skole;Fagkode;Fag;Karaktertype;Karaktersnitt årsslutt;Antall elever;Antall elever med standpunktkarakter >0
2020/21;Nøtterøy videregående skole;REA3002;Biologi 2;Standpunkt;5,00;9;7
2020/21;Nøtterøy videregående skole;REA3004;Fysikk 1;Standpunkt;3,98;49;48
2020/21;Nøtterøy videregående skole;REA3005;Fysikk 2;Standpunkt;4,97;23;22
2020/21;Nøtterøy videregående skole;REA3006;Fysikk 2, muntlig-praktisk;Standpunkt;3,44;6;0
2020/21;Nøtterøy videregående skole;REA3011;Kjemi 1;Standpunkt;3,98;33;31
2020/21;Nøtterøy videregående skole;REA3012;Kjemi 2;Standpunkt;4,67;16;15
2020/21;Nøtterøy videregående skole;REA3013;Kjemi 2, muntlig-praktisk;Standpunkt;-;5;0
2020/21;Nøtterøy videregående skole;REA3014;Informasjonsteknologi 1;Standpunkt;4,20;27;27
2020/21;Nøtterøy videregående skole;REA3015;Informasjonsteknologi 2;Standpunkt;4,50;21;21
2020/21;Nøtterøy videregående skole;REA3016;Informasjonsteknologi 2, muntlig-praktisk;Standpunkt;3,00;6;0
2020/21;Nøtterøy videregående skole;REA3022;Matematikk R1;Standpunkt;4,77;41;39
2020/21;Nøtterøy videregående skole;REA3024;Matematikk R2;Standpunkt;4,85;27;27
2020/21;Nøtterøy videregående skole;REA3025;Matematikk R2, muntlig;Standpunkt;-;6;0
2020/21;Nøtterøy videregående skole;REA3026;Matematikk S1;Standpunkt;4,45;61;46
2020/21;Nøtterøy videregående skole;REA3028;Matematikk S2;Standpunkt;4,22;18;18
2020/21;Nøtterøy videregående skole;REA3029;Matematikk S2, muntlig;Standpunkt;3,44;7;0
2020/21;Nøtterøy videregående skole;REL1001;Religion og etikk;Standpunkt;4,29;106;103
2020/21;Nøtterøy videregående skole;SAF1001;Samfunnsfag;Standpunkt;3,60;58;54
2020/21;Nøtterøy videregående skole;SAK1001;Samfunnskunnskap;Standpunkt;3,97;131;127
2020/21;Nøtterøy videregående skole;SAM3005;Markedsføring og ledelse 1;Standpunkt;3,33;27;27
2020/21;Nøtterøy videregående skole;SAM3006;Markedsføring og ledelse 2;Standpunkt;-;12;12
2020/21;Nøtterøy videregående skole;SAM3007;Markedsføring og ledelse 2, muntlig;Standpunkt;-;7;0
2020/21;Nøtterøy videregående skole;SAM3016;Sosialkunnskap;Standpunkt;4,72;15;11
2020/21;Nøtterøy videregående skole;SAM3017;Sosialkunnskap, muntlig;Standpunkt;-;7;0
2020/21;Nøtterøy videregående skole;SAM3019;Sosiologi og sosialantropologi;Standpunkt;3,50;37;37
2020/21;Nøtterøy videregående skole;SAM3022;Rettslære 1;Standpunkt;4,03;59;58
2020/21;Nøtterøy videregående skole;SAM3023;Rettslære 2;Standpunkt;3,85;46;43
2020/21;Nøtterøy videregående skole;SAM3024;Rettslære 2, muntlig;Standpunkt;-;6;0
2020/21;Nøtterøy videregående skole;SAM3025;Samfunnsøkonomi 1;Standpunkt;3,70;45;43
2020/21;Nøtterøy videregående skole;SAM3026;Samfunnsøkonomi 2;Standpunkt;3,22;7;6
2020/21;Nøtterøy videregående skole;SAM3027;Samfunnsøkonomi 2, muntlig;Standpunkt;3,67;6;0
2020/21;Nøtterøy videregående skole;SAM3028;Entreprenørskap og bedriftsutvikling 1;Standpunkt;4,68;32;32
2020/21;Nøtterøy videregående skole;SAM3029;Entreprenørskap og bedriftsutvikling 2;Standpunkt;-;11;11
2020/21;Nøtterøy videregående skole;SAM3030;Entreprenørskap og bedriftsutvikling 2, muntlig-praktisk;Standpunkt;3,67;6;0
2020/21;Nøtterøy videregående skole;SAM3037;Psykologi 1;Standpunkt;4,54;62;59
2020/21;Nøtterøy videregående skole;SAM3038;Psykologi 2;Standpunkt;4,96;45;39
2020/21;Nøtterøy videregående skole;SAM3039;Psykologi 2, muntlig;Standpunkt;-;7;0
2020/21;Nøtterøy videregående skole;SPR3008;Internasjonal engelsk, skriftlig;Standpunkt;3,63;46;42
2020/21;Nøtterøy videregående skole;SPR3009;Internasjonal engelsk, muntlig;Standpunkt;4,02;45;42
2020/21;Nøtterøy videregående skole;SPR3010;Samfunnsfaglig engelsk, skriftlig;Standpunkt;3,30;9;9
2020/21;Nøtterøy videregående skole;SPR3011;Samfunnsfaglig engelsk, muntlig;Standpunkt;4,10;9;9
2020/21;Nøtterøy videregående skole;YFF4102;Yrkesfaglig fordypning vg1;Standpunkt;4,21;12;10
2020/21;Nøtterøy videregående skole;YFF4106;Yrkesfaglig fordypning vg1;Standpunkt;3,36;45;38
2020/21;Nøtterøy videregående skole;YFF4202;Yrkesfaglig fordypning vg2;Standpunkt;4,31;19;18
2020/21;Nøtterøy videregående skole;YFF4209;Yrkesfaglig fordypning vg2;Standpunkt;4,44;40;39
2020/21;Nøtterøy videregående skole;YFF4212;Yrkesfaglig fordypning vg2;Standpunkt;5,50;15;15
2020/21;Re videregående skole;ANL2001;Produksjon;Standpunkt;4,26;44;43
2020/21;Re videregående skole;ANL2002;Bransjelære;Standpunkt;3,65;44;43
2020/21;Re videregående skole;ANL2003;Tverrfaglig eksamen anleggsteknikk;Standpunkt;3,82;44;0
2020/21;Re videregående skole;BAT1005;Arbeidsmiljø og dokumentasjon;Standpunkt;4,01;80;79
2020/21;Re videregående skole;BAT1006;Praktisk yrkesutøvelse;Standpunkt;3,59;80;79
2020/21;Re videregående skole;BUA2001;Helsefremmende arbeid;Standpunkt;4,63;29;27
2020/21;Re videregående skole;BUA2002;Kommunikasjon og samhandling;Standpunkt;5,00;29;27
2020/21;Re videregående skole;BUA2003;Yrkesutøvelse;Standpunkt;4,00;29;27
2020/21;Re videregående skole;BUA2004;Tverrfaglig eksamen barne- og ungdomsarbeiderfag;Standpunkt;3,63;29;0
2020/21;Re videregående skole;BYG2001;Produksjon;Standpunkt;4,75;32;31
2020/21;Re videregående skole;BYG2002;Bransjelære;Standpunkt;4,79;32;31
2020/21;Re videregående skole;BYG2003;Tverrfaglig eksamen byggteknikk;Standpunkt;4,33;32;0
2020/21;Re videregående skole;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;4,35;139;129
2020/21;Re videregående skole;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Standpunkt;4,28;167;165
2020/21;Re videregående skole;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Standpunkt;4,30;150;145
2020/21;Re videregående skole;FSP5023;Fransk II;Standpunkt;4,90;19;18
2020/21;Re videregående skole;FSP5092;Spansk I;Standpunkt;-;22;21
2020/21;Re videregående skole;FSP5095;Spansk II;Standpunkt;4,65;41;40
2020/21;Re videregående skole;FSP5097;Spansk I+II, 2. år;Standpunkt;3,53;14;0
2020/21;Re videregående skole;FSP5098;Spansk I+II;Standpunkt;4,00;14;14
2020/21;Re videregående skole;FSP5119;Tysk I;Standpunkt;4,33;25;24
2020/21;Re videregående skole;FSP5122;Tysk II;Standpunkt;5,15;30;30
2020/21;Re videregående skole;FSP6097;Litauisk II;Standpunkt;-;1;0
2020/21;Re videregående skole;FSP6151;Fransk II, 1. år;Standpunkt;4,56;22;0
2020/21;Re videregående skole;FSP6218;Spansk I, 1. år;Standpunkt;3,74;17;0
2020/21;Re videregående skole;FSP6221;Spansk II, 1. år;Standpunkt;5,07;46;0
2020/21;Re videregående skole;FSP6224;Spansk I+II, 1. år;Standpunkt;3,60;22;0
2020/21;Re videregående skole;FSP6238;Tysk I, 1. år;Standpunkt;5,20;27;0
2020/21;Re videregående skole;FSP6241;Tysk II, 1. år;Standpunkt;-;35;0
2020/21;Re videregående skole;GEO1001;Geografi;Standpunkt;4,25;168;165
2020/21;Re videregående skole;HEA2001;Helsefremmende arbeid;Standpunkt;5,04;35;32
2020/21;Re videregående skole;HEA2002;Kommunikasjon og samhandling;Standpunkt;4,54;35;32
2020/21;Re videregående skole;HEA2003;Yrkesutøvelse;Standpunkt;4,66;35;32
2020/21;Re videregående skole;HEA2004;Tverrfaglig eksamen helsearbeiderfag;Standpunkt;4,96;32;0
2020/21;Re videregående skole;HIS1001;Historie vg2 studieforberedende utdanningsprogram;Standpunkt;4,52;151;0
2020/21;Re videregående skole;HIS1002;Historie vg3 studieforberedende utdanningsprogram;Standpunkt;4,24;154;153
2020/21;Re videregående skole;HIS1003;Historie vg3 påbygging til generell studiekompetanse;Standpunkt;4,95;29;29
2020/21;Re videregående skole;HSF1006;Helsefremmende arbeid;Standpunkt;4,25;70;69
2020/21;Re videregående skole;HSF1007;Kommunikasjon og samhandling;Standpunkt;4,21;70;69
2020/21;Re videregående skole;HSF1008;Yrkesliv i helse- og oppvekstfag;Standpunkt;5,10;70;69
2020/21;Re videregående skole;IDR2002;Aktivitetslære 2;Standpunkt;4,51;59;58
2020/21;Re videregående skole;IDR2003;Aktivitetslære 3;Standpunkt;4,82;46;46
2020/21;Re videregående skole;IDR2007;Treningsledelse 1;Standpunkt;5,07;59;57
2020/21;Re videregående skole;IDR2012;Idrett og samfunn vg2;Standpunkt;4,34;59;0
2020/21;Re videregående skole;IDR2013;Idrett og samfunn vg3;Standpunkt;4,70;46;46
2020/21;Re videregående skole;IDR2014;Treningsledelse 2+3;Standpunkt;4,72;46;46
2020/21;Re videregående skole;IDR2016;Treningslære 1;Standpunkt;4,24;59;57
2020/21;Re videregående skole;IDR2017;Treningslære 2;Standpunkt;4,03;46;46
2020/21;Re videregående skole;IDR2018;Aktivitetslære 1;Standpunkt;4,60;61;58
2020/21;Re videregående skole;IDR2025;Treningslære 1 vg1;Standpunkt;4,73;61;0
2020/21;Re videregående skole;IDR3002;Toppidrett 2;Standpunkt;4,20;61;57
2020/21;Re videregående skole;IDR3003;Toppidrett 3;Standpunkt;3,91;29;24
2020/21;Re videregående skole;IDR3005;Breddeidrett 2;Standpunkt;4,80;37;36
2020/21;Re videregående skole;IDR3006;Breddeidrett 3;Standpunkt;5,30;30;25
2020/21;Re videregående skole;IDR3007;Friluftsliv 1;Standpunkt;4,88;18;17
2020/21;Re videregående skole;IDR3008;Friluftsliv 2;Standpunkt;-;13;13
2020/21;Re videregående skole;IDR3013;Toppidrett 1;Standpunkt;4,11;72;63
2020/21;Re videregående skole;IDR3016;Breddeidrett 1;Standpunkt;-;47;42
2020/21;Re videregående skole;KRO1005;Kroppsøving vg2;Standpunkt;4,17;231;130
2020/21;Re videregående skole;KRO1006;Kroppsøving vg3;Standpunkt;4,44;137;130
2020/21;Re videregående skole;KRO1017;Kroppsøving vg1;Standpunkt;4,35;258;0
2020/21;Re videregående skole;MAT1005;Matematikk 2P-Y;Standpunkt;5,00;30;30
2020/21;Re videregående skole;MAT1011;Matematikk 1P;Standpunkt;-;1;0
2020/21;Re videregående skole;MAT1015;Matematikk 2P;Standpunkt;4,67;102;99
2020/21;Re videregående skole;MAT1019;Matematikk 1P;Standpunkt;4,70;126;120
2020/21;Re videregående skole;MAT1021;Matematikk 1T;Standpunkt;4,95;72;45
2020/21;Re videregående skole;MAT1111;Matematikk 1P-Y BA;Standpunkt;3,58;10;0
2020/21;Re videregående skole;MAT1117;Matematikk 1P-Y HS;Standpunkt;4,28;150;144
2020/21;Re videregående skole;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;Standpunkt;4,67;167;165
2020/21;Re videregående skole;NAT1008;Naturfag vg1 BA;Standpunkt;4,27;150;142
2020/21;Re videregående skole;NAT1011;Naturfag vg1 HS;Standpunkt;-;6;0
2020/21;Re videregående skole;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;4,34;109;101
2020/21;Re videregående skole;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,55;181;0
2020/21;Re videregående skole;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,53;154;152
2020/21;Re videregående skole;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,56;154;141
2020/21;Re videregående skole;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,84;154;151
2020/21;Re videregående skole;NOR1231;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;4,68;29;28
2020/21;Re videregående skole;NOR1232;Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;4,13;29;28
2020/21;Re videregående skole;NOR1233;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;Standpunkt;4,47;29;28
2020/21;Re videregående skole;NOR1260;Norsk, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,51;198;0
2020/21;Re videregående skole;NOR1261;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,39;197;0
2020/21;Re videregående skole;REA3002;Biologi 2;Standpunkt;4,94;23;21
2020/21;Re videregående skole;REA3003;Biologi 2, muntlig-praktisk;Standpunkt;-;6;0
2020/21;Re videregående skole;REA3004;Fysikk 1;Standpunkt;4,27;24;22
2020/21;Re videregående skole;REA3005;Fysikk 2;Standpunkt;4,75;22;20
2020/21;Re videregående skole;REA3006;Fysikk 2, muntlig-praktisk;Standpunkt;4,22;6;0
2020/21;Re videregående skole;REA3008;Geofag 1;Standpunkt;4,20;15;14
2020/21;Re videregående skole;REA3011;Kjemi 1;Standpunkt;4,40;27;24
2020/21;Re videregående skole;REA3012;Kjemi 2;Standpunkt;3,57;15;14
2020/21;Re videregående skole;REA3013;Kjemi 2, muntlig-praktisk;Standpunkt;4,90;5;0
2020/21;Re videregående skole;REA3022;Matematikk R1;Standpunkt;-;22;21
2020/21;Re videregående skole;REA3024;Matematikk R2;Standpunkt;4,74;22;22
2020/21;Re videregående skole;REA3025;Matematikk R2, muntlig;Standpunkt;5,38;7;0
2020/21;Re videregående skole;REA3026;Matematikk S1;Standpunkt;4,77;30;28
2020/21;Re videregående skole;REA3028;Matematikk S2;Standpunkt;4,50;22;22
2020/21;Re videregående skole;REL1001;Religion og etikk;Standpunkt;4,44;154;152
2020/21;Re videregående skole;SAF1001;Samfunnsfag;Standpunkt;4,44;198;190
2020/21;Re videregående skole;SAK1001;Samfunnskunnskap;Standpunkt;4,44;109;107
2020/21;Re videregående skole;SAM3016;Sosialkunnskap;Standpunkt;4,67;30;29
2020/21;Re videregående skole;SAM3017;Sosialkunnskap, muntlig;Standpunkt;-;7;0
2020/21;Re videregående skole;SAM3019;Sosiologi og sosialantropologi;Standpunkt;4,03;35;33
2020/21;Re videregående skole;SAM3020;Politikk og menneskerettigheter;Standpunkt;4,00;17;17
2020/21;Re videregående skole;SAM3022;Rettslære 1;Standpunkt;4,48;49;47
2020/21;Re videregående skole;SAM3023;Rettslære 2;Standpunkt;3,47;30;29
2020/21;Re videregående skole;SAM3024;Rettslære 2, muntlig;Standpunkt;4,00;7;0
2020/21;Re videregående skole;SAM3025;Samfunnsøkonomi 1;Standpunkt;4,62;30;29
2020/21;Re videregående skole;SAM3026;Samfunnsøkonomi 2;Standpunkt;-;13;13
2020/21;Re videregående skole;SAM3037;Psykologi 1;Standpunkt;4,04;71;66
2020/21;Re videregående skole;SAM3038;Psykologi 2;Standpunkt;4,83;54;52
2020/21;Re videregående skole;SAM3039;Psykologi 2, muntlig;Standpunkt;3,89;6;0
2020/21;Re videregående skole;SPR3008;Internasjonal engelsk, skriftlig;Standpunkt;3,83;35;32
2020/21;Re videregående skole;SPR3009;Internasjonal engelsk, muntlig;Standpunkt;4,96;35;32
2020/21;Re videregående skole;SPR3010;Samfunnsfaglig engelsk, skriftlig;Standpunkt;4,40;23;22
2020/21;Re videregående skole;SPR3011;Samfunnsfaglig engelsk, muntlig;Standpunkt;4,87;23;22
2020/21;Re videregående skole;YFF4101;Yrkesfaglig fordypning vg1;Standpunkt;4,43;7;6
2020/21;Re videregående skole;YFF4102;Yrkesfaglig fordypning vg1;Standpunkt;4,71;31;31
2020/21;Re videregående skole;YFF4105;Yrkesfaglig fordypning vg1;Standpunkt;5,13;28;18
2020/21;Re videregående skole;YFF4106;Yrkesfaglig fordypning vg1;Standpunkt;4,22;114;111
2020/21;Re videregående skole;YFF4202;Yrkesfaglig fordypning vg2;Standpunkt;5,08;30;30
2020/21;Re videregående skole;YFF4204;Yrkesfaglig fordypning vg2;Standpunkt;4,71;3;2
2020/21;Re videregående skole;YFF4207;Yrkesfaglig fordypning vg2;Standpunkt;4,63;29;28
2020/21;Re videregående skole;YFF4209;Yrkesfaglig fordypning vg2;Standpunkt;4,41;108;101
2020/21;Sande videregående skole;BUA2001;Helsefremmende arbeid;Standpunkt;3,63;17;17
2020/21;Sande videregående skole;BUA2002;Kommunikasjon og samhandling;Standpunkt;4,56;17;17
2020/21;Sande videregående skole;BUA2003;Yrkesutøvelse;Standpunkt;4,63;17;17
2020/21;Sande videregående skole;BUA2004;Tverrfaglig eksamen barne- og ungdomsarbeiderfag;Standpunkt;4,63;17;0
2020/21;Sande videregående skole;ELE1006;Elektroniske kretser og nettverk;Standpunkt;3,83;30;29
2020/21;Sande videregående skole;ELE1007;Energi og styresystemer;Standpunkt;3,61;30;30
2020/21;Sande videregående skole;ELE2001;Elenergisystemer;Standpunkt;3,40;16;15
2020/21;Sande videregående skole;ELE2002;Automatiseringssystemer;Standpunkt;4,29;16;15
2020/21;Sande videregående skole;ELE2003;Data- og elektronikksystemer;Standpunkt;4,19;16;15
2020/21;Sande videregående skole;ELE2004;Tverrfaglig eksamen elenergi;Standpunkt;4,63;16;0
2020/21;Sande videregående skole;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;2,79;59;52
2020/21;Sande videregående skole;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Standpunkt;3,58;74;71
2020/21;Sande videregående skole;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Standpunkt;3,88;79;75
2020/21;Sande videregående skole;FSP5023;Fransk II;Standpunkt;4,53;10;9
2020/21;Sande videregående skole;FSP5027;Fransk II, muntlig;Standpunkt;3,20;7;0
2020/21;Sande videregående skole;FSP5095;Spansk II;Standpunkt;3,81;26;26
2020/21;Sande videregående skole;FSP5099;Spansk II, muntlig;Standpunkt;-;7;0
2020/21;Sande videregående skole;FSP5119;Tysk I;Standpunkt;-;16;9
2020/21;Sande videregående skole;FSP5122;Tysk II;Standpunkt;4,03;25;25
2020/21;Sande videregående skole;FSP5124;Tysk I+II, 2. år;Standpunkt;4,67;7;0
2020/21;Sande videregående skole;FSP5125;Tysk I+II;Standpunkt;3,30;9;9
2020/21;Sande videregående skole;FSP5126;Tysk II, muntlig;Standpunkt;-;7;0
2020/21;Sande videregående skole;FSP6151;Fransk II, 1. år;Standpunkt;-;7;0
2020/21;Sande videregående skole;FSP6221;Spansk II, 1. år;Standpunkt;3,80;32;0
2020/21;Sande videregående skole;FSP6238;Tysk I, 1. år;Standpunkt;3,50;12;0
2020/21;Sande videregående skole;FSP6241;Tysk II, 1. år;Standpunkt;4,80;21;0
2020/21;Sande videregående skole;FSP6244;Tysk I+II, 1. år;Standpunkt;-;11;0
2020/21;Sande videregående skole;GEO1001;Geografi;Standpunkt;-;20;20
2020/21;Sande videregående skole;GEO1003;Geografi;Standpunkt;4,09;47;46
2020/21;Sande videregående skole;HEA2001;Helsefremmende arbeid;Standpunkt;4,63;14;14
2020/21;Sande videregående skole;HEA2002;Kommunikasjon og samhandling;Standpunkt;3,71;14;14
2020/21;Sande videregående skole;HEA2003;Yrkesutøvelse;Standpunkt;4,00;14;14
2020/21;Sande videregående skole;HEA2004;Tverrfaglig eksamen helsearbeiderfag;Standpunkt;2,75;14;0
2020/21;Sande videregående skole;HIS1001;Historie vg2 studieforberedende utdanningsprogram;Standpunkt;4,46;82;0
2020/21;Sande videregående skole;HIS1002;Historie vg3 studieforberedende utdanningsprogram;Standpunkt;4,25;85;81
2020/21;Sande videregående skole;HIS1003;Historie vg3 påbygging til generell studiekompetanse;Standpunkt;4,86;15;15
2020/21;Sande videregående skole;HSF1006;Helsefremmende arbeid;Standpunkt;4,14;34;34
2020/21;Sande videregående skole;HSF1007;Kommunikasjon og samhandling;Standpunkt;4,17;34;34
2020/21;Sande videregående skole;HSF1008;Yrkesliv i helse- og oppvekstfag;Standpunkt;4,05;34;34
2020/21;Sande videregående skole;IDR2002;Aktivitetslære 2;Standpunkt;3,96;19;19
2020/21;Sande videregående skole;IDR2003;Aktivitetslære 3;Standpunkt;5,20;22;21
2020/21;Sande videregående skole;IDR2007;Treningsledelse 1;Standpunkt;5,06;20;20
2020/21;Sande videregående skole;IDR2012;Idrett og samfunn vg2;Standpunkt;-;20;0
2020/21;Sande videregående skole;IDR2013;Idrett og samfunn vg3;Standpunkt;4,00;22;22
2020/21;Sande videregående skole;IDR2014;Treningsledelse 2+3;Standpunkt;4,75;22;22
2020/21;Sande videregående skole;IDR2016;Treningslære 1;Standpunkt;4,38;20;20
2020/21;Sande videregående skole;IDR2017;Treningslære 2;Standpunkt;3,27;22;22
2020/21;Sande videregående skole;IDR2018;Aktivitetslære 1;Standpunkt;4,05;24;23
2020/21;Sande videregående skole;IDR2025;Treningslære 1 vg1;Standpunkt;3,93;24;0
2020/21;Sande videregående skole;IDR3002;Toppidrett 2;Standpunkt;3,75;20;18
2020/21;Sande videregående skole;IDR3003;Toppidrett 3;Standpunkt;4,80;11;10
2020/21;Sande videregående skole;IDR3005;Breddeidrett 2;Standpunkt;-;5;5
2020/21;Sande videregående skole;IDR3006;Breddeidrett 3;Standpunkt;-;7;7
2020/21;Sande videregående skole;IDR3013;Toppidrett 1;Standpunkt;4,32;22;22
2020/21;Sande videregående skole;IDR3016;Breddeidrett 1;Standpunkt;4,53;22;19
2020/21;Sande videregående skole;KRO1005;Kroppsøving vg2;Standpunkt;4,18;121;52
2020/21;Sande videregående skole;KRO1006;Kroppsøving vg3;Standpunkt;4,68;78;66
2020/21;Sande videregående skole;KRO1017;Kroppsøving vg1;Standpunkt;4,09;128;0
2020/21;Sande videregående skole;MAT1005;Matematikk 2P-Y;Standpunkt;4,00;15;14
2020/21;Sande videregående skole;MAT1015;Matematikk 2P;Standpunkt;4,49;36;36
