Skoleår;Fagkode;Fag;Karaktertype;Karaktersnitt årsslutt;Antall elever;Antall elever med skriftlig eksamenskarakter >0
2021/22;KPL2003;Analyse, dokumentasjon og kvalitet;SkriftligEksamen;-;16;0
2021/22;KPL2004;Tverrfaglig eksamen kjemiprosess- og laboratoriefag;SkriftligEksamen;-;15;0
2021/22;KRO1005;Kroppsøving vg2;SkriftligEksamen;-;15;0
2021/22;KRO1006;Kroppsøving vg3;SkriftligEksamen;2,77;1 619;0
2021/22;KRO1017;Kroppsøving vg1;SkriftligEksamen;1,50;2 680;0
2021/22;KRO1018;Kroppsøving vg2;SkriftligEksamen;2,50;2 446;0
2021/22;LBR3001;Plante- og husdyrproduksjon;SkriftligEksamen;-;9;0
2021/22;LBR3002;Utmark og kulturlandskap;SkriftligEksamen;-;9;0
2021/22;LBR3003;Gårdsdrift;SkriftligEksamen;-;9;0
2021/22;LBR3004;Traktor og maskiner;SkriftligEksamen;-;9;0
2021/22;LBR3006;Økologisk landbruk 1;SkriftligEksamen;-;9;0
2021/22;LBR3008;Tverrfaglig eksamen, landbruk;SkriftligEksamen;-;8;0
2021/22;LGA2002;Forvaltning og drift;SkriftligEksamen;-;17;0
2021/22;LGA2010;Produksjon og tjenesteyting;SkriftligEksamen;-;17;0
2021/22;LGA2011;Forvaltning og drift;SkriftligEksamen;-;17;0
2021/22;LGA2012;Tverrfaglig eksamen landbruk og gartnernæring;SkriftligEksamen;-;13;0
2021/22;MAR2012;Skipstekniske tjenester;SkriftligEksamen;-;30;0
2021/22;MAR2013;Dokumentasjon og kvalitet;SkriftligEksamen;-;30;0
2021/22;MAR2014;Dekk;SkriftligEksamen;-;23;0
2021/22;MAR2015;Maskin;SkriftligEksamen;-;10;0
2021/22;MAR2016;Tverrfaglig eksamen maritime fag, dekk;SkriftligEksamen;-;19;0
2021/22;MAR2017;Tverrfaglig eksamen maritime fag, maskin;SkriftligEksamen;-;9;0
2021/22;MAT1001;Matematikk 1P-Y;SkriftligEksamen;-;1;0
2021/22;MAT1005;Matematikk 2P-Y;SkriftligEksamen;1,00;472;3
2021/22;MAT1015;Matematikk 2P;SkriftligEksamen;-;48;0
2021/22;MAT1019;Matematikk 1P;SkriftligEksamen;1,50;1 172;11
2021/22;MAT1020;Matematikk 1P, muntlig-praktisk;SkriftligEksamen;-;1;0
2021/22;MAT1021;Matematikk 1T;SkriftligEksamen;1,00;761;1
2021/22;MAT1023;Matematikk 2P;SkriftligEksamen;-;960;7
2021/22;MAT1024;Matematikk 2P, muntlig-praktisk;SkriftligEksamen;-;15;0
2021/22;MAT1105;Matematikk 2P-Y, muntlig;SkriftligEksamen;-;63;0
2021/22;MAT1111;Matematikk 1P-Y BA;SkriftligEksamen;-;216;0
2021/22;MAT1112;Matematikk 1P-Y BA, muntlig-praktisk;SkriftligEksamen;-;1;0
2021/22;MAT1113;Matematikk 1P-Y EL;SkriftligEksamen;-;161;0
2021/22;MAT1115;Matematikk 1P-Y FD;SkriftligEksamen;-;70;1
2021/22;MAT1117;Matematikk 1P-Y HS;SkriftligEksamen;2,00;432;2
2021/22;MAT1121;Matematikk 1P-Y IM;SkriftligEksamen;-;65;1
2021/22;MAT1122;Matematikk 1P-Y IM, muntlig-praktisk;SkriftligEksamen;-;10;0
2021/22;MAT1123;Matematikk 1P-Y NA;SkriftligEksamen;1,00;44;3
2021/22;MAT1125;Matematikk 1P-Y RM;SkriftligEksamen;-;74;0
2021/22;MAT1127;Matematikk 1P-Y SR;SkriftligEksamen;-;111;0
2021/22;MAT1129;Matematikk 1P-Y TP;SkriftligEksamen;3,00;237;3
2021/22;MDD2002;Musikk, dans og drama;SkriftligEksamen;-;102;0
2021/22;MDD3006;Bevegelse;SkriftligEksamen;-;26;0
2021/22;MDD3007;Lytting;SkriftligEksamen;-;78;0
2021/22;MDD3008;Danseteknikker;SkriftligEksamen;-;12;0
2021/22;MDD3009;Musikk;SkriftligEksamen;-;78;0
2021/22;MDD3010;Teaterensemble;SkriftligEksamen;-;14;0
2021/22;MED2005;Teknologi og produksjon;SkriftligEksamen;-;15;0
2021/22;MED2006;Konseptutvikling og kommunikasjon;SkriftligEksamen;-;15;0
2021/22;MED2007;Design og visualisering;SkriftligEksamen;-;15;0
2021/22;MED2008;Tverrfaglig eksamen medieproduksjon;SkriftligEksamen;-;14;0
2021/22;MEL3001;Elenergisystemer;SkriftligEksamen;3,00;16;0
2021/22;MEL3002;Tele-, data- og sikkerhetssystemer;SkriftligEksamen;3,25;16;0
2021/22;MEL3003;Automatiserte systemer;SkriftligEksamen;4,00;16;0
2021/22;MEL3004;Organisasjon og ledelse;SkriftligEksamen;3,67;16;0
2021/22;MEL3005;Tverrfaglig eksamen;SkriftligEksamen;4,00;16;16
2021/22;MEL4002;Maritim elektrikerfaget, skriftlig;SkriftligEksamen;3,25;16;16
2021/22;MOK2002;Mediesamfunnet 2;SkriftligEksamen;-;65;0
2021/22;MOK2003;Mediesamfunnet 3;SkriftligEksamen;-;86;1
2021/22;MOK2004;Mediesamfunnet 3, praktisk;SkriftligEksamen;-;9;0
2021/22;MOK2006;Medieuttrykk 2;SkriftligEksamen;-;65;0
2021/22;MOK2007;Medieuttrykk 3;SkriftligEksamen;-;86;0
2021/22;MOK2008;Mediesamfunnet 1;SkriftligEksamen;-;69;0
2021/22;MOK2009;Mediesamfunnet 2;SkriftligEksamen;-;64;0
2021/22;MOK2012;Medieuttrykk 1;SkriftligEksamen;-;69;0
2021/22;MOK2013;Medieuttrykk 2;SkriftligEksamen;-;65;0
2021/22;MOK3002;Bilde;SkriftligEksamen;-;10;0
2021/22;MOK3006;Mediespesialisering;SkriftligEksamen;-;57;0
2021/22;MOK3008;Bilde;SkriftligEksamen;-;50;0
2021/22;MOK3009;Lyddesign;SkriftligEksamen;-;16;0
2021/22;MOK3010;Grafisk design;SkriftligEksamen;-;56;0
2021/22;MOK3011;Medieutvikling;SkriftligEksamen;-;14;0
2021/22;MPR2001;Råvare, produksjon og kvalitet;SkriftligEksamen;-;7;0
2021/22;MPR2002;Bransje og arbeidsliv;SkriftligEksamen;-;7;0
2021/22;MPR2003;Tverrfaglig eksamen kjøttfag og næringsmiddelindustri;SkriftligEksamen;-;7;0
2021/22;MUS2002;Ergonomi og bevegelse 2;SkriftligEksamen;-;70;0
2021/22;MUS2004;Instrument, kor, samspill 2;SkriftligEksamen;-;70;0
2021/22;MUS2007;Musikk i perspektiv 2;SkriftligEksamen;-;70;0
2021/22;MUS2008;Musikk i perspektiv 2, muntlig;SkriftligEksamen;-;12;0
2021/22;MUS2009;Instruksjon og ledelse;SkriftligEksamen;-;15;0
2021/22;MUS2010;Ergonomi og bevegelse 1;SkriftligEksamen;-;66;0
2021/22;MUS2012;Instrument, kor, samspill 1;SkriftligEksamen;-;229;0
2021/22;MUS2014;Musikk i perspektiv 1;SkriftligEksamen;-;66;0
2021/22;MUS2015;Musikk i perspektiv, muntlig;SkriftligEksamen;-;4;0
2021/22;MUS2018;Instruksjon og ledelse;SkriftligEksamen;-;71;0
2021/22;MUS3003;Musikk fordypning 2;SkriftligEksamen;-;39;0
2021/22;MUS3006;Musikk fordypning 1;SkriftligEksamen;-;67;0
2021/22;NAB1005;Naturbasert produksjon og tjenesteyting;SkriftligEksamen;-;44;0
2021/22;NAB1006;Naturbasert næringsaktivitet;SkriftligEksamen;-;44;0
2021/22;NAB3001;Naturforvaltning;SkriftligEksamen;-;6;0
2021/22;NAT1001;Naturfag, vg1 yrkesfaglig utdanningsprogram;SkriftligEksamen;-;16;0
2021/22;NAT1002;Naturfag, vg1 studieforberedende utdanningsprogram;SkriftligEksamen;-;1;0
2021/22;NAT1003;Naturfag, vg3 påbygging til generell studiekompetanse;SkriftligEksamen;-;403;0
2021/22;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;SkriftligEksamen;2,00;1 593;0
2021/22;NAT1008;Naturfag vg1 BA;SkriftligEksamen;-;216;0
2021/22;NAT1009;Naturfag vg1 EL;SkriftligEksamen;-;165;0
2021/22;NAT1010;Naturfag vg1 FD;SkriftligEksamen;-;70;0
2021/22;NAT1011;Naturfag vg1 HS;SkriftligEksamen;1,00;431;0
2021/22;NAT1013;Naturfag vg1 IM;SkriftligEksamen;-;66;0
2021/22;NAT1014;Naturfag vg1 NA;SkriftligEksamen;-;44;0
2021/22;NAT1015;Naturfag vg1 RM;SkriftligEksamen;-;74;0
2021/22;NAT1016;Naturfag vg1 SR;SkriftligEksamen;-;111;0
2021/22;NAT1017;Naturfag vg1 TP;SkriftligEksamen;2,00;238;0
2021/22;NOR1025;Norsk for elever med samisk som førstespråk, vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;27;0
2021/22;NOR1026;Norsk for elever med samisk som førstespråk, vg3 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;27;0
2021/22;NOR1202;Norsk sidemål, vg1 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;3;0
2021/22;NOR1204;Norsk, vg1 yrkesfaglige utdanningsprogram;SkriftligEksamen;-;1;0
2021/22;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;9;0
2021/22;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;1,00;1 530;0
2021/22;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;1 529;1
2021/22;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;6,00;1 529;0
2021/22;NOR1231;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;SkriftligEksamen;1,00;397;0
2021/22;NOR1232;Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig;SkriftligEksamen;-;397;1
2021/22;NOR1233;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;SkriftligEksamen;5,00;397;0
2021/22;NOR1260;Norsk, vg1 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;1,00;1 725;0
2021/22;NOR1261;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;2,00;1 725;0
2021/22;NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;6,00;1 162;0
2021/22;NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;SkriftligEksamen;-;366;0
2021/22;NOR1264;Norsk, vg2 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;1,00;1 574;0
2021/22;NOR1265;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;1 576;0
2021/22;NOR1401;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;5;0
2021/22;NOR1402;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;5;0
2021/22;NOR1403;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;3;0
2021/22;NOR1404;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;3;0
2021/22;NOR1405;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;163;0
2021/22;NOR1406;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;161;0
2021/22;NOR1408;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;-;10;0
2021/22;NOR1410;Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, skriftlig;SkriftligEksamen;1,00;65;0
2021/22;NOR1411;Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, muntlig;SkriftligEksamen;-;65;0
2021/22;NOR1412;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;109;0
2021/22;NOR1413;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;109;0
2021/22;NOR1414;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;122;0
2021/22;NOR1416;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;122;0
2021/22;NOR1418;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;-;121;0
2021/22;NOR1419;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram, muntlig;SkriftligEksamen;-;3;0
2021/22;NOR3002;Norsk, styrket opplæring, vg2;SkriftligEksamen;-;5;0
2021/22;OFT2004;Forbehandling og påføring;SkriftligEksamen;-;4;0
2021/22;OFT2005;Helse, miljø, sikkerhet og kvalitet;SkriftligEksamen;-;4;0
2021/22;OFT2006;Tverrfaglig eksamen overflateteknikk;SkriftligEksamen;-;3;0
2021/22;PIN2001;Produksjon;SkriftligEksamen;-;1;0
2021/22;PIN2002;Reparasjon og vedlikehold;SkriftligEksamen;-;1;0
2021/22;PIN2003;Dokumentasjon og kvalitet;SkriftligEksamen;-;1;0
2021/22;PIN2005;Teknologi;SkriftligEksamen;-;41;0
2021/22;PIN2006;Vedlikehold;SkriftligEksamen;-;41;0
2021/22;PIN2007;Tverrfaglig eksamen industriteknologi;SkriftligEksamen;-;36;0
2021/22;PLA3001;Platearbeiderfaget;SkriftligEksamen;-;2;0
2021/22;PRT3001;Produksjonsteknikkfaget;SkriftligEksamen;-;1;0
2021/22;PSP5017;Fransk nivå III;SkriftligEksamen;-;6;0
2021/22;PSP5018;Fransk nivå III, muntlig;SkriftligEksamen;-;6;0
2021/22;PSP5051;Spansk nivå II;SkriftligEksamen;-;2;0
2021/22;PSP5052;Spansk nivå II, muntlig;SkriftligEksamen;-;2;0
2021/22;PSP5053;Spansk nivå III;SkriftligEksamen;-;15;1
2021/22;PSP5054;Spansk nivå III, muntlig;SkriftligEksamen;-;14;0
2021/22;PSP5069;Tysk nivå II;SkriftligEksamen;-;1;0
2021/22;PSP5071;Tysk nivå III;SkriftligEksamen;-;12;0
2021/22;PSP5072;Tysk nivå III, muntlig;SkriftligEksamen;-;11;0
2021/22;PSP5175;Japansk nivå I;SkriftligEksamen;-;1;0
2021/22;PSP5179;Japansk nivå III;SkriftligEksamen;-;15;0
2021/22;PSP5502;Albansk nivå II;SkriftligEksamen;-;1;0
2021/22;PSP5503;Albansk nivå II, muntlig;SkriftligEksamen;-;1;0
2021/22;PSP5506;Arabisk nivå I;SkriftligEksamen;-;1;1
2021/22;PSP5507;Arabisk nivå I, muntlig;SkriftligEksamen;-;1;0
2021/22;PSP5510;Arabisk nivå III;SkriftligEksamen;-;74;0
2021/22;PSP5524;Kinesisk nivå I;SkriftligEksamen;-;5;0
2021/22;PSP5525;Kinesisk nivå I, muntlig;SkriftligEksamen;-;2;0
2021/22;PSP5538;Kurdisk (sorani) nivå II;SkriftligEksamen;-;1;0
2021/22;PSP5539;Kurdisk (sorani) nivå II, muntlig;SkriftligEksamen;-;1;0
2021/22;PSP5550;Polsk nivå II;SkriftligEksamen;-;2;0
2021/22;PSP5551;Polsk nivå II, muntlig;SkriftligEksamen;-;2;0
2021/22;PSP5652;Tigrinja nivå II;SkriftligEksamen;-;52;0
2021/22;PSP5752;Litauisk nivå II;SkriftligEksamen;-;1;0
2021/22;PSP5764;Serbisk nivå II;SkriftligEksamen;-;2;0
2021/22;PSP5765;Serbisk nivå II, muntlig;SkriftligEksamen;-;2;0
2021/22;PSP5832;Tegnspråk, nivå I;SkriftligEksamen;-;25;0
2021/22;PSP5833;Tegnspråk nivå I, muntlig;SkriftligEksamen;-;23;0
2021/22;PSP5834;Tegnspråk nivå II;SkriftligEksamen;-;1;0
2021/22;PSP5835;Tegnspråk nivå II, muntlig;SkriftligEksamen;-;1;0
2021/22;PSP5854;Japansk nivå III;SkriftligEksamen;-;1;0
2021/22;PSP5862;Kinesisk nivå I;SkriftligEksamen;-;7;0
2021/22;PSP5863;Kinesisk nivå I, muntlig;SkriftligEksamen;-;4;0
2021/22;REA3002;Biologi 2;SkriftligEksamen;6,00;127;0
2021/22;REA3003;Biologi 2, muntlig-praktisk;SkriftligEksamen;-;24;0
2021/22;REA3004;Fysikk 1;SkriftligEksamen;-;1;0
2021/22;REA3005;Fysikk 2;SkriftligEksamen;-;123;2
2021/22;REA3006;Fysikk 2, muntlig-praktisk;SkriftligEksamen;-;28;0
2021/22;REA3009;Geofag 2;SkriftligEksamen;-;38;0
2021/22;REA3012;Kjemi 2;SkriftligEksamen;-;148;0
2021/22;REA3013;Kjemi 2, muntlig-praktisk;SkriftligEksamen;-;35;0
2021/22;REA3015;Informasjonsteknologi 2;SkriftligEksamen;-;93;0
2021/22;REA3016;Informasjonsteknologi 2, muntlig-praktisk;SkriftligEksamen;-;13;0
2021/22;REA3018;Teknologi og forskningslære 1;SkriftligEksamen;-;27;0
2021/22;REA3019;Teknologi og forskningslære 2;SkriftligEksamen;-;44;0
2021/22;REA3024;Matematikk R2;SkriftligEksamen;-;218;0
2021/22;REA3025;Matematikk R2, muntlig;SkriftligEksamen;-;32;0
2021/22;REA3026;Matematikk S1;SkriftligEksamen;-;1;1
2021/22;REA3028;Matematikk S2;SkriftligEksamen;-;232;0
2021/22;REA3029;Matematikk S2, muntlig;SkriftligEksamen;-;44;0
2021/22;REA3035;Biologi 1;SkriftligEksamen;-;196;0
2021/22;REA3038;Fysikk 1;SkriftligEksamen;1,00;290;0
2021/22;REA3042;Geofag 1;SkriftligEksamen;-;50;0
2021/22;REA3045;Kjemi 1;SkriftligEksamen;-;240;0
2021/22;REA3048;Informasjonsteknologi 1;SkriftligEksamen;-;123;0
2021/22;REA3052;Teknologi og forskningslære 1;SkriftligEksamen;-;81;0
2021/22;REA3056;Matematikk R1;SkriftligEksamen;-;283;3
2021/22;REA3057;Matematikk R1, muntlig;SkriftligEksamen;-;6;0
2021/22;REA3060;Matematikk S1;SkriftligEksamen;-;377;1
2021/22;REA3061;Matematikk S1, muntlig;SkriftligEksamen;-;6;0
2021/22;REL1001;Religion og etikk;SkriftligEksamen;-;1 408;0
2021/22;RLF2001;Bransjelære;SkriftligEksamen;-;16;0
2021/22;RLF2002;Sanitærteknikk;SkriftligEksamen;-;16;0
2021/22;RLF2003;Varmeteknikk;SkriftligEksamen;-;16;0
2021/22;RLF2004;Tverrfaglig eksamen rørlegger;SkriftligEksamen;-;16;0
2021/22;RMF1006;Råvare, produksjon og kvalitet;SkriftligEksamen;-;74;0
2021/22;RMF1007;Bransje og arbeidsliv;SkriftligEksamen;-;74;0
2021/22;SAK1001;Samfunnskunnskap;SkriftligEksamen;2,00;2 898;0
2021/22;SAM3002;Historie og filosofi 2;SkriftligEksamen;-;24;0
2021/22;SAM3006;Markedsføring og ledelse 2;SkriftligEksamen;-;149;0
2021/22;SAM3007;Markedsføring og ledelse 2, muntlig;SkriftligEksamen;-;27;0
2021/22;SAM3008;Medie- og informasjonskunnskap 1;SkriftligEksamen;-;15;0
2021/22;SAM3009;Medie- og informasjonskunnskap 2;SkriftligEksamen;-;2;0
2021/22;SAM3016;Sosialkunnskap;SkriftligEksamen;-;86;0
2021/22;SAM3020;Politikk og menneskerettigheter;SkriftligEksamen;-;63;0
2021/22;SAM3023;Rettslære 2;SkriftligEksamen;-;233;0
2021/22;SAM3024;Rettslære 2, muntlig;SkriftligEksamen;-;45;0
2021/22;SAM3026;Samfunnsøkonomi 2;SkriftligEksamen;-;79;0
2021/22;SAM3027;Samfunnsøkonomi 2, muntlig;SkriftligEksamen;-;18;0
2021/22;SAM3029;Entreprenørskap og bedriftsutvikling 2;SkriftligEksamen;-;110;0
2021/22;SAM3030;Entreprenørskap og bedriftsutvikling 2, muntlig-praktisk;SkriftligEksamen;-;16;0
2021/22;SAM3035;Økonomi og ledelse;SkriftligEksamen;-;59;0
2021/22;SAM3036;Økonomi og ledelse, muntlig-praktisk;SkriftligEksamen;-;16;0
2021/22;SAM3037;Psykologi 1;SkriftligEksamen;-;26;0
2021/22;SAM3038;Psykologi 2;SkriftligEksamen;-;362;0
2021/22;SAM3039;Psykologi 2, muntlig;SkriftligEksamen;-;39;0
2021/22;SAM3042;Historie og filosofi 1;SkriftligEksamen;-;20;0
2021/22;SAM3045;Markedsføring og ledelse 1;SkriftligEksamen;1,00;334;0
2021/22;SAM3048;Medie- og informasjonskunnskap 1;SkriftligEksamen;-;23;0
2021/22;SAM3051;Sosialkunnskap;SkriftligEksamen;-;199;0
2021/22;SAM3052;Sosialkunnskap, muntlig;SkriftligEksamen;-;23;0
2021/22;SAM3053;Samfunnsgeografi;SkriftligEksamen;-;112;0
2021/22;SAM3054;Sosiologi og sosialantropologi;SkriftligEksamen;-;350;0
2021/22;SAM3055;Politikk og menneskerettigheter;SkriftligEksamen;2,00;145;0
2021/22;SAM3056;Politikk og menneskerettigheter, muntlig;SkriftligEksamen;-;14;0
2021/22;SAM3057;Rettslære 1;SkriftligEksamen;-;369;0
2021/22;SAM3060;Samfunnsøkonomi 1;SkriftligEksamen;-;161;0
2021/22;SAM3063;Entreprenørskap og bedriftsutvikling 1;SkriftligEksamen;-;234;0
2021/22;SAM3068;Økonomistyring;SkriftligEksamen;-;124;0
2021/22;SAM3069;Økonomistyring, muntlig-praktisk;SkriftligEksamen;-;1;0
2021/22;SAM3072;Psykologi 1;SkriftligEksamen;-;513;0
2021/22;SAS2005;Samisk som andrespråk, samisk 2, nordsamisk, vg1 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;1;0
2021/22;SAS4031;Samisk som andrespråk, samisk 4, nordsamisk, vg1 studieforberedende utdanningsprogram;SkriftligEksamen;-;3;0
2021/22;SFS1007;Samisk som førstespråk, samisk 1, nordsamisk, vg3 studieforberedende utdanningsprogram,  skriftlig;SkriftligEksamen;-;1;0
2021/22;SFS1008;Samisk som førstespråk, samisk 1, nordsamisk, vg3 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;1;0
2021/22;SIK3001;Sikkerhetsfaget;SkriftligEksamen;-;1;0
2021/22;SLG3001;Salgsfaget;SkriftligEksamen;-;1;0
2021/22;SPR3008;Internasjonal engelsk, skriftlig;SkriftligEksamen;-;10;0
2021/22;SPR3009;Internasjonal engelsk, muntlig;SkriftligEksamen;-;91;0
2021/22;SPR3010;Samfunnsfaglig engelsk, skriftlig;SkriftligEksamen;-;171;0
2021/22;SPR3011;Samfunnsfaglig engelsk, muntlig;SkriftligEksamen;-;231;0
2021/22;SPR3020;Reiseliv og språk 2;SkriftligEksamen;-;14;0
2021/22;SPR3029;Engelsk 1;SkriftligEksamen;-;230;0
2021/22;SPR3030;Engelsk 1, muntlig;SkriftligEksamen;1,00;224;0
2021/22;SPR3033;Kommunikasjon og kultur 1;SkriftligEksamen;-;22;0
2021/22;SPR3038;Reiseliv og språk 1;SkriftligEksamen;1,00;22;0
2021/22;SRL2001;Forretningsdrift;SkriftligEksamen;-;109;0
2021/22;SRL2002;Innovasjon og markedsføring;SkriftligEksamen;-;109;0
2021/22;SRL2003;Kultur og kommunikasjon;SkriftligEksamen;-;109;0
2021/22;SRL2004;Tverrfaglig eksamen salg og reiseliv;SkriftligEksamen;-;103;0
2021/22;SSH2001;Sikkerhet;SkriftligEksamen;-;40;0
2021/22;SSH2002;Administrasjon og bærekraftig drift;SkriftligEksamen;-;40;0
2021/22;SSH2003;Kommunikasjon og yrkesutøvelse;SkriftligEksamen;-;40;0
2021/22;SSH2004;Tverrfaglig eksamen service, sikkerhet og administrasjon;SkriftligEksamen;-;35;0
2021/22;SSR1001;Forretningsdrift;SkriftligEksamen;-;129;0
2021/22;SSR1002;Markedsføring og innovasjon;SkriftligEksamen;-;128;0
2021/22;SSR1003;Kultur og samhandling;SkriftligEksamen;-;128;0
2021/22;TAN3001;Helsefremmende arbeid;SkriftligEksamen;-;9;0
2021/22;TAN3002;Kommunikasjon og samhandling;SkriftligEksamen;-;9;0
2021/22;TAN3003;Yrkesutøvelse;SkriftligEksamen;-;9;0
2021/22;TAN3004;Tverrfaglig eksamen, tannhelsesekretær;SkriftligEksamen;-;9;0
2021/22;TIP1001;Produksjon;SkriftligEksamen;-;1;0
2021/22;TIP1002;Tekniske tjenester;SkriftligEksamen;-;1;0
2021/22;TIP1003;Dokumentasjon og kvalitet;SkriftligEksamen;-;1;0
2021/22;TIP1006;Produksjon og tjenester;SkriftligEksamen;1,00;239;2
2021/22;TIP1007;Konstruksjons- og styringsteknikk;SkriftligEksamen;-;239;0
2021/22;TIP1008;Produktivitet og kvalitetsstyring;SkriftligEksamen;1,00;239;0
2021/22;TMF2001;Konstruksjoner og klimaskall;SkriftligEksamen;-;87;0
2021/22;TMF2002;Vinduer, dører og innvendig arbeid;SkriftligEksamen;-;87;0
2021/22;TMF2003;Materialegenskaper, varmeisolering og tetting;SkriftligEksamen;-;87;0
2021/22;TMF2004;Tverrfaglig eksamen tømrer;SkriftligEksamen;-;79;0
2021/22;TMF3001;Tømrerfaget;SkriftligEksamen;-;6;0
2021/22;TOL2001;Bransjeteknikk;SkriftligEksamen;-;24;0
2021/22;TOL2002;Transport, logistikk og løfteoperasjoner;SkriftligEksamen;-;24;0
2021/22;TOL2003;Bransjelære;SkriftligEksamen;-;24;0
2021/22;TOL2004;Tverrfaglig eksamen transport og logistikk;SkriftligEksamen;-;22;0
2021/22;TRT2004;Tegning og materialvalg;SkriftligEksamen;-;8;0
2021/22;TRT2005;Produksjon;SkriftligEksamen;-;8;0
2021/22;TRT2006;Tverrfaglig eksamen treteknikk;SkriftligEksamen;-;8;0
2021/22;YFF4101;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;145;0
2021/22;YFF4102;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;138;0
2021/22;YFF4104;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;32;0
2021/22;YFF4105;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;30;0
2021/22;YFF4106;Yrkesfaglig fordypning vg1;SkriftligEksamen;1,00;1 309;0
2021/22;YFF4202;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;1;0
2021/22;YFF4204;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;130;0
2021/22;YFF4207;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;31;0
2021/22;YFF4209;Yrkesfaglig fordypning vg2;SkriftligEksamen;3,00;1 228;0
2021/22;YFF4212;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;58;0
2021/22;YFO2002;Yrkesfaglig opphenting;SkriftligEksamen;-;2;0
2021/22;YRK3002;Yrkessjåførforskriften, § 16;SkriftligEksamen;-;1;0
2022/23;AMB2005;Ambulansemedisin;SkriftligEksamen;-;15;0
2022/23;AMB2006;Kommunikasjon og samhandling;SkriftligEksamen;-;15;0
2022/23;AMB2007;Yrkesliv i ambulansefag;SkriftligEksamen;-;15;0
2022/23;AMB2008;Tverrfaglig eksamen ambulansefag;SkriftligEksamen;-;15;0
2022/23;AMK2004;Planlegging og kommunikasjon;SkriftligEksamen;-;16;0
2022/23;AMK2005;Reparasjon og vedlikehold;SkriftligEksamen;-;16;0
2022/23;AMK2006;Tverrfaglig eksamen arbeidsmaskiner;SkriftligEksamen;-;15;0
2022/23;ANL2004;Sikkerhetsopplæring av masseforflytningsmaskiner;SkriftligEksamen;-;48;0
2022/23;ANL2005;Grunnarbeider;SkriftligEksamen;2,00;48;0
2022/23;ANL2006;Drift og vedlikehold;SkriftligEksamen;-;48;0
